DLR_DEALER_CODE_C,DLR_DEALER_SUBCD_C,UDBI03_PACKED_PART_C,PINVTY_QDATE_Y,PINVTY_PRT_QOH_A,UDBI03_PRT_STKING_F,UDBI03_LAST_SALE_Y,PRT_DEALER_COST_A
90715,PI   ,AN217A564AC,12-07-18,2,N,11/23/2018,45.66
90427,PI   ,CN1517527CC,12-07-18,3,N,11/29/2018,22.16
90647,PI   ,9YA801201             ,06/22/2017,12,U,04/26/2017,1.59
91098,PI   ,AB3Z21405A26C,12-07-18,1,N,10-05-18,7.46
90647,PI   ,2S615B720AA           ,06/22/2017,16,U,06-08-17,0.79
91065,PI   ,2S6Q6734AA,12-07-18,17,N,12-05-18,0.81
90148,PI   ,2S61F22053AA,12-07-18,1,N,10/31/2018,27.42
90148,PI   ,4C1Q8K525AB,12-07-18,1,N,10/31/2018,8.36
90770,PI   ,7T4T14A094AA,12-07-18,1,N,10/16/2018,4.4
91124,PI   ,MECV6J2K021AA,12-07-18,1,Y,10-05-18,41.23
90639,PI   ,8V5118D543AA,12-07-18,2,N,10/22/2018,7.09
98060,PI   ,3S7Q6385AB,04-02-18,1,N,03/15/2018,33.86
90343,PI   ,F5T96734BA,12-07-18,202,N,12-06-18,0.82
91123,PI   ,GR3Z6840A,12-07-18,1,Y,06-06-18,33.21
91080,PI   ,AB312200BA,12-07-18,1,N,11/16/2018,106.56
90715,PI   ,H2MZ1V125G,12-07-18,14,N,11/15/2018,12.43
90427,PI   ,CN1Z17618E,12-07-18,1,N,10-11-18,39.62
91065,PI   ,6M5J12405AA,12-07-18,5,Y,10/16/2018,7.03
90427,PI   ,AM5117402BA,12-07-18,1,N,06/27/2018,7.61
90678,PI   ,6S691012AA,06/30/2017,1,U,09/19/2016,1.5
91106,PI   ,CN1Z14A626A,12-07-18,1,Y,09/28/2018,54.6
90678,PI   ,MFG184,06/30/2017,8,U,02-08-17,1.22
90770,PI   ,2S696714AB,12-07-18,6,N,12-06-18,4.77
91065,PI   ,CAREVER4DB2NEW,12-07-18,5,N,11-12-18,24.49
90715,PI   ,AB3Z2V001A,12-07-18,10,N,11/28/2018,30.44
91123,PI   ,EB3B19G219EKB,12-07-18,1,Y,10-11-18,9.42
90678,PI   ,4M51A61209BK,06/30/2017,1,U,02/25/2015,58.05
90427,PI   ,W704553S300,12-07-18,1,N,06/13/2018,2.29
91098,PI   ,96FG16K262AA,12-07-18,17,N,11/21/2018,0.96
91123,PI   ,BK2Q6B319BA,12-07-18,1,Y,09/14/2018,178.76
98060,PI   ,EB3B4104293AC3AN6,04-02-18,1,Y,03/26/2018,10.19
90148,PI   ,2S6H8K218AF,12-07-18,2,N,12-05-18,19.64
91123,PI   ,9M5Q6C301EA,12-07-18,1,Y,11-07-18,18.85
91123,PI   ,EB3B13K193AA,12-07-18,2,Y,10/26/2018,107.34
90427,PI   ,EB3B17528CA,12-07-18,5,N,12-06-18,5.06
91065,PI   ,W715775S300,12-07-18,1,N,12-04-18,4.44
90639,PI   ,E822025S72,12-07-18,2,N,12-03-18,0.61
90678,PI   ,AMCN1J16G574AA,06/30/2017,2,U,02/18/2017,6.65
90427,PI   ,BK312K021AD,12-07-18,14,N,11/28/2018,53.77
90770,PI   ,AB3117080CC,04-03-18,1,N,02/13/2018,79.1
90770,PI   ,AB3919A321AA,04-03-18,6,N,03/28/2018,4.12
91124,PI   ,AB311125AC,12-07-18,2,Y,11/15/2018,42.48
90770,PI   ,AB3919N619AA,12-07-18,46,N,12-07-18,6.81
91064,PI   ,DM5G9F593AC,12-07-18,3,Y,11/17/2018,64.01
91123,PI   ,AB3916A262BF,12-07-18,1,Y,09/19/2018,6.34
90770,PI   ,9M5Q9J280AA,04-03-18,1,N,10/23/2017,17.65
90678,PI   ,2S6Q6734AA,06/30/2017,38,U,06/30/2017,0.85
90770,PI   ,EB3G18K582CF,04-03-18,1,N,02/26/2018,37.56
91080,PI   ,AA5Z6714A,12-07-18,1,Y,10/25/2018,5.61
91124,PI   ,WL5118380SA,12-07-18,3,N,10/19/2018,12.27
91123,PI   ,EB3B17528CA,12-07-18,2,N,12-07-18,5.12
91080,PI   ,FB3Q6A228BA,12-07-18,1,N,11/26/2018,100.25
90678,PI   ,2M599155AC,06/30/2017,16,U,06-09-17,10.32
90678,PI   ,2S6AP22050AB,06/30/2017,2,U,10/27/2016,101.16
90770,PI   ,BK3Z9F598A,12-07-18,1,Y,11/27/2018,8.03
90678,PI   ,8V618K218AE,06/30/2017,9,U,06/29/2017,21.94
91106,PI   ,MFL158MC,12-07-18,5,N,11/15/2018,3.61
91064,PI   ,4M5J19G244AA,12-07-18,2,Y,04-12-17,8
91106,PI   ,UH7133067,12-07-18,1,Y,09/27/2018,3.84
90715,PI   ,CN1Z14A626A,12-07-18,1,N,12-06-18,43.3
91123,PI   ,2S6H8K276CC,12-07-18,1,Y,10/26/2018,19.09
90678,PI   ,4M5G6K254DB,06/30/2017,1,U,02/14/2017,39.41
98060,PI   ,CC1A12B591EA,04-02-18,1,N,02-12-18,76.93
90715,PI   ,AE8Q6D314AB,12-07-18,8,N,12-04-18,36.92
91080,PI   ,2S6Z9601B,12-07-18,2,Y,11/28/2018,7.7
90678,PI   ,GS28,06/30/2017,24,U,06/30/2017,0.39
90770,PI   ,4F9315K201AA,04-03-18,2,N,12/15/2017,61.63
98060,PI   ,CN1Z17528P,04-02-18,2,Y,03/20/2018,11.55
90678,PI   ,XS6E8255BCMC,06/30/2017,4,U,05/22/2017,3.09
91124,PI   ,96MM6K288BA,12-07-18,5,N,12-03-18,24.02
90148,PI   ,XS619F763BA,12-07-18,1,Y,09-04-18,40.57
91065,PI   ,2S615A262FA,12-07-18,1,Y,10/17/2018,6.95
90639,PI   ,CM5G7A564AD,12-07-18,3,N,12-05-18,59.7
91123,PI   ,BM5G6K254AE,12-07-18,1,Y,10-05-18,50.71
91124,PI   ,EB3B17C831BC,12-07-18,1,N,11/28/2018,101.78
90678,PI   ,7M3917F997AC,06/30/2017,1,U,01/25/2017,22.25
91065,PI   ,WLTL13460SA,12-07-18,4,Y,10-10-18,14.31
91098,PI   ,BB3Q6744BA,12-07-18,60,N,12-07-18,6.41
90678,PI   ,AB3917A553AA,06/30/2017,1,U,08/22/2016,77.74
90647,PI   ,4M5J19G244AA          ,06/22/2017,14,U,06/15/2017,12.8
98060,PI   ,AS7A22053EA,04-02-18,1,Y,02/16/2018,42.41
90427,PI   ,GR3Z17528F,12-07-18,1,N,08/31/2018,25.91
90639,PI   ,9M5Q8A586DA,12-07-18,1,N,11-09-18,87.95
90715,PI   ,F619CE,12-07-18,2,N,12-06-18,64.08
90678,PI   ,AV613C083AA,06/30/2017,2,U,06/29/2017,40.52
90343,PI   ,CS6Z13405C,12-07-18,1,N,10-12-18,48.54
90427,PI   ,2S6H8K218AF,12-07-18,7,N,11/29/2018,19.64
91124,PI   ,4C117C559AH,12-07-18,1,N,11/29/2018,104.42
90427,PI   ,W715989S442,12-07-18,3,N,10-12-18,3.55
90770,PI   ,BK319601BA,04-03-18,2,Y,06-09-17,13.38
91124,PI   ,YS6F12283A1A,12-07-18,1,Y,07-06-18,11.35
90427,PI   ,WL0113490,12-07-18,2,N,10-11-18,0
90416,PI   ,AMCN1J286A12BA,06/27/2017,3,N,06/26/2017,8.87
90678,PI   ,BF9T6730AA,06/30/2017,4,U,08-05-16,5.17
90639,PI   ,YS618K218CA,12-07-18,1,N,12-04-18,31.65
91080,PI   ,95AC2K021AA,12-07-18,6,N,11/27/2018,14.55
90678,PI   ,AGSF24FM,06/30/2017,38,U,06/19/2017,4.32
90770,PI   ,2S6A9F479BC,04-03-18,2,N,01-11-18,81.16
91080,PI   ,997006210,12-07-18,17,Y,11/19/2018,2.84
90148,PI   ,7G9N12405AA,12-07-18,5,N,11/29/2018,9.24
90639,PI   ,C0ST6TCSPCRBMEC,12-07-18,1,N,09/20/2018,256.81
90715,PI   ,20205,12-07-18,3,N,11/26/2018,388.56
90639,PI   ,FSA145060ECF,12-07-18,3,N,12-03-18,54.62
98060,PI   ,CV618K276AA,04-02-18,2,Y,10-09-17,35.88
90770,PI   ,3370824,12-07-18,20,N,11/28/2018,1.65
90639,PI   ,96FJ19G244AA,12-07-18,1,N,11/14/2018,16.99
91124,PI   ,FDT6DCRR,12-07-18,1,Y,04/19/2018,38.04
90647,PI   ,B907037550,06/23/2017,1,U,06/23/2017,19.09
91106,PI   ,6N293B438AA,12-07-18,1,Y,12-06-18,25.02
91123,PI   ,XS6F12284B4DAB,12-07-18,3,Y,03/15/2018,4.79
91098,PI   ,6C1Q6744BA,12-07-18,1,Y,11-12-18,4.68
90678,PI   ,94FB16B626AA,06/30/2017,4,U,06/19/2017,11.97
91124,PI   ,8V512K021CA,12-07-18,2,N,12-07-18,59.69
91123,PI   ,BG15K601A,12-07-18,1,Y,07/20/2018,25.72
90257,PI   ,BK3Q6K682AC,04-03-18,1,N,01-08-18,795.09
90343,PI   ,W714914S303,12-07-18,7,N,09/28/2018,0.44
90427,PI   ,CC119176BC,12-07-18,3,N,11/28/2018,36.95
90678,PI   ,AB3917682AAE,06/30/2017,1,U,03/29/2017,45.8
90647,PI   ,8V5J19G244AA,06/30/2017,9,U,06-07-17,12.5
90678,PI   ,BCP6ESNGK,06/30/2017,10,U,02-07-17,1.75
90343,PI   ,8N299E731AA,12-07-18,1,N,12-05-18,34.45
90715,PI   ,AB3117080CD,12-07-18,1,N,12-01-18,58.49
91064,PI   ,AB392125324AR,12/28/2017,1,Y,12/28/2017,0
91106,PI   ,EB3G9601AA,12-07-18,2,N,12-06-18,31.66
90678,PI   ,997006210,06/30/2017,14,U,06/14/2017,1.93
98060,PI   ,EB3B16A262BC,04-02-18,1,N,03/26/2018,18.82
91080,PI   ,EU5Z9663120B,12-07-18,1,Y,11-06-18,9.9
90678,PI   ,AB3921402A84MA5BMT,06/30/2017,1,U,06-01-17,8.39
90148,PI   ,3M5J19G244AA,12-07-18,1,N,11/13/2018,9.28
90427,PI   ,GB3B13405AA,12-07-18,4,N,11/13/2018,96.52
90678,PI   ,6M5YA8B384AB,06/30/2017,1,U,06/27/2017,40.53
91124,PI   ,AA6E6714AA,12-07-18,32,N,12-07-18,6.18
90148,PI   ,3412687X,12-07-18,1,N,10-01-18,21.74
98060,PI   ,96MM6K288BA,04-02-18,1,N,03/27/2018,26.86
90678,PI   ,E890270S,06/30/2017,5,U,06-06-17,0.74
90343,PI   ,WE0112130,12-07-18,19,N,12-04-18,22.07
91064,PI   ,XS6F12A648BA,12-07-18,2,N,10/31/2018,18.6
91065,PI   ,BM5G6571CA,12-07-18,12,Y,10/23/2018,2.66
90770,PI   ,AV619601AE,12-07-18,5,N,12-07-18,11.32
90343,PI   ,2S6G6A321BA,12-07-18,1,N,10-10-18,43.58
91065,PI   ,20253,12-07-18,2,N,11/23/2018,250.78
91064,PI   ,BV2Q6D314AB,12-07-18,2,N,11-05-18,40.25
90715,PI   ,BK2Q6A729AB,12-07-18,1,N,09-11-18,197.98
90427,PI   ,XS6E9441AB,12-07-18,2,N,10-09-18,17.96
90343,PI   ,AB311000CB,12-07-18,3,N,10/19/2018,23.38
90427,PI   ,W790306S900,12-07-18,3,N,11/29/2018,8.9
90639,PI   ,BE8Z8100A,12-07-18,5,N,11/30/2018,5.49
91123,PI   ,BV6118K579ED,12-07-18,1,Y,05-09-18,27.71
98060,PI   ,AMCN1J47119ABXUAA,04-02-18,2,N,03/20/2018,130.11
91124,PI   ,AB3917528DC,12-07-18,10,N,11/13/2018,6.98
98060,PI   ,2S696714AB,04-02-18,5,N,03/28/2018,4.77
90678,PI   ,AB311125AC,06/30/2017,2,U,03/22/2017,81.32
91080,PI   ,9M5Q9176AA,12-07-18,1,Y,09/14/2017,18.37
98060,PI   ,9M5J9176AA,04-02-18,3,Y,03/13/2018,24.27
90639,PI   ,AB397540BC,12-07-18,1,N,09/21/2018,207.14
90715,PI   ,AMAB3J1A380AB,12-07-18,2,N,12-05-18,58.47
90639,PI   ,BK2Q6714BA,12-07-18,13,N,11/30/2018,13.49
90427,PI   ,EB3B16451LE5GAX,12-07-18,1,N,01/16/2018,0
90148,PI   ,YS6A9K163AA,12-07-18,1,N,11/28/2018,19.64
90715,PI   ,2S6H8K218AF,12-07-18,16,N,12-06-18,19.64
91065,PI   ,CV611125GA,12-07-18,2,N,11/16/2018,80.99
91098,PI   ,EB3C5B669MC,12-07-18,2,N,11/22/2018,226.51
90427,PI   ,4M5G9K462AA,12-07-18,1,N,09-05-18,4.36
91124,PI   ,AE8P7064AA,12-07-18,1,Y,11/23/2018,13.13
90343,PI   ,2S696714AB,12-07-18,16,N,12-06-18,4.77
91124,PI   ,AB3926611B08AF3YYW,12-07-18,1,Y,06/21/2018,84.18
90715,PI   ,XS6F12283B4DAB,12-07-18,1,N,11-05-18,5.36
98060,PI   ,W707578S300,04-02-18,1,Y,03-01-18,5.67
91064,PI   ,95AB2200B1A,12-07-18,1,N,10/15/2018,29.49
91065,PI   ,8V512K021CA,12-07-18,6,N,12-05-18,63.03
91065,PI   ,E3B5254A42AC,12-07-18,1,Y,11-08-18,2.22
90257,PI   ,F33C3F656BA,04-03-18,2,N,03/28/2018,2.37
90427,PI   ,AU2Z17V528EA,12-07-18,7,N,05-04-18,3.31
90647,PI   ,ACCBUG4               ,06/22/2017,28,U,05/24/2017,0.49
91064,PI   ,AB3914540AB,12-07-18,1,Y,08/31/2018,54.2
91123,PI   ,AB397A543AD,12-07-18,2,N,11/13/2018,43.38
91064,PI   ,CB5E12405AA,12-07-18,12,Y,08/29/2018,7.63
91124,PI   ,3M5AR220K51AG,12-07-18,1,Y,08-02-18,29.3
90678,PI   ,89FF6714A2E,06/30/2017,2,U,04/24/2014,5.17
90148,PI   ,AE8P7064AA,12-07-18,1,N,11/13/2018,14.6
90678,PI   ,MFL293,06/30/2017,5,U,02-07-17,4.09
90678,PI   ,7M5G8D020CA,06/30/2017,3,U,04-01-15,1.91
90427,PI   ,AB313280AB,12-07-18,1,N,11/19/2018,24.08
90647,PI   ,UR5861195C,06/30/2017,1,U,06/30/2017,3.91
90343,PI   ,AB3117081AA,12-07-18,1,N,12-06-18,7.51
91098,PI   ,G60113Z40MC,12-07-18,3,N,11/20/2018,9.55
91080,PI   ,97JM6730BA,12-07-18,64,N,12-07-18,2.67
91064,PI   ,3M5Q8A615AB,12-07-18,1,Y,09/13/2017,183.53
90639,PI   ,AB391007EA,12-07-18,2,N,07-06-18,187.02
90715,PI   ,EB3Z6K775P,12-07-18,2,N,11/22/2018,238.86
90678,PI   ,G13H66250,06/30/2017,2,U,06/30/2014,34.39
91064,PI   ,BK2Q9K546AG,12-07-18,1,Y,10/26/2018,140.58
90678,PI   ,LF0116510,06/30/2017,1,U,06/28/2017,29.74
90678,PI   ,AS693063AA,06/30/2017,2,U,12-12-16,9.52
98060,PI   ,EB3G9601AA,04-02-18,1,N,03/28/2018,37.57
98060,PI   ,BK212N248BD,04-02-18,1,N,03/29/2018,13.45
90678,PI   ,W707578S300,06/30/2017,4,U,05/22/2017,7.13
91080,PI   ,U019B012A,12-07-18,3,N,12-07-18,16.9
90148,PI   ,CLEANSCREEN,12-07-18,190,N,11-06-18,0.19
90770,PI   ,XS6F12283B4DAB,12-07-18,1,Y,11-12-18,6.06
91080,PI   ,WLL715908A,12-07-18,1,N,11/26/2018,9.44
90715,PI   ,CC1A12B591EA,12-07-18,1,N,12-04-18,77.13
90257,PI   ,BM5G12405CA,04-03-18,45,N,03/14/2018,11.76
91080,PI   ,AB396C301CB,12-07-18,1,N,11/26/2018,26.8
90343,PI   ,MFL158MC,12-07-18,7,N,12-06-18,3.64
90647,PI   ,BM5G6584BA            ,06/22/2017,2,U,04/20/2017,8.32
90257,PI   ,AS7A22053EA,04-03-18,1,N,03/23/2018,45.76
90343,PI   ,BK212N248AD,12-07-18,2,N,11/29/2018,31.82
91065,PI   ,CJ5Z9439A,12-07-18,2,Y,05/15/2018,10.62
91080,PI   ,GV6119048AA,12-07-18,3,Y,12-11-17,5.19
98060,PI   ,AB3917A553AB,04-02-18,2,Y,01-03-18,126.46
91080,PI   ,4M5Z12405A,12-07-18,6,Y,12-03-18,3
90343,PI   ,HYFS093YEC,12-07-18,21,N,12-06-18,13.12
90647,PI   ,AV6Q6M250AB,06/23/2017,2,U,06/23/2017,20.66
90770,PI   ,XS4U9F715FA,04-03-18,1,N,03-12-18,93.71
90257,PI   ,AV6N19G244AA,04-03-18,14,N,04-03-18,12.21
91065,PI   ,4U7J19544AB2A,12-07-18,97,N,12-07-18,6.45
90427,PI   ,W713043S437,12-07-18,1,N,05-09-18,0.54
90427,PI   ,MEEU2J17528BA,12-07-18,1,N,06/27/2018,9.48
90770,PI   ,AV5918080CF,04-03-18,1,Y,06/26/2017,45.26
91080,PI   ,2S612B372BD,12-07-18,1,Y,03/22/2017,130.65
90343,PI   ,AAEFLUSH,12-07-18,1,N,11/30/2018,101.44
90343,PI   ,DB3913404AA,12-07-18,1,N,11/30/2018,120.92
90343,PI   ,XM342454AA,12-07-18,1,N,12-06-18,2.37
90343,PI   ,8V5J19G244AA,12-07-18,8,N,11/20/2018,8.69
90343,PI   ,YS618K218CA,12-07-18,2,N,11/26/2018,26.51
91123,PI   ,WL8113465A,12-07-18,8,Y,11-09-18,1.62
91123,PI   ,1S7A13009BA,12-07-18,1,Y,12-04-18,6.02
90639,PI   ,9M5J9176AA,12-07-18,2,N,10/16/2018,24.54
90427,PI   ,XM342068AB,12-07-18,4,N,12-04-18,0
91080,PI   ,W500553S442,12-07-18,2,Y,07-12-17,6.16
90427,PI   ,EB3P7C341AA,12-07-18,1,N,11-01-18,7.68
90715,PI   ,BK2Q6714BA,12-07-18,21,N,12-05-18,12.63
90343,PI   ,2S6Q6K288AC,12-07-18,1,N,08/28/2018,29.72
90257,PI   ,AB3919N619AA,04-03-18,36,N,04-03-18,7.17
90639,PI   ,WLL715908A,12-07-18,1,N,11/27/2018,9.5
90715,PI   ,CN1119N619AA,12-07-18,22,N,12-05-18,7.25
90427,PI   ,BM5G9G738EC,12-07-18,3,N,11-01-18,43.31
90148,PI   ,AB392116A409CA,12-07-18,1,N,07/25/2018,5.97
91064,PI   ,888000WSS,12-07-18,298,N,12-05-18,1.51
90770,PI   ,WLL715908A,12-07-18,2,N,11/28/2018,9.44
90343,PI   ,YS4Z1125BA,12-07-18,2,N,11/30/2018,38.9
91123,PI   ,2L2Z9601A1CMC,12-07-18,1,Y,11/16/2018,5.21
90770,PI   ,YC1R7052AA,04-03-18,1,N,03/20/2018,7.2
90257,PI   ,ACCWXBC1MC,04-03-18,50,N,04-03-18,4.07
90427,PI   ,9XG154322M,12-07-18,7,N,12-04-18,2.02
91124,PI   ,E865682S,12-07-18,20,Y,10/31/2018,0.26
90148,PI   ,2S6H18K579AB,12-07-18,1,N,11/28/2018,20.58
90647,PI   ,S176KBM               ,06/22/2017,1,U,11/17/2016,17.8
90343,PI   ,FU7J3B477AA,12-07-18,3,N,11/24/2018,12.2
91123,PI   ,EB3B2162901FB3ZHE,12-07-18,1,Y,10/25/2018,119.1
90678,PI   ,3M5Q6734AA,06/30/2017,10,U,02/17/2017,0.62
90678,PI   ,9XG15256X0,06/30/2017,7,U,06-07-17,1.03
98060,PI   ,DS7Q6714AB,04-02-18,4,N,03/14/2018,11.05
90427,PI   ,BB3Q6C653AA,12-07-18,4,N,11/19/2018,5.24
90427,PI   ,3S7Q6385AB,12-07-18,4,N,12-05-18,33.86
91124,PI   ,EB3B26613D60BA,12-07-18,4,N,11/14/2018,19.91
98060,PI   ,5050111,04-02-18,389,N,03/29/2018,3.66
91124,PI   ,2S6Q9155BA,12-07-18,2,N,12-06-18,26.89
90343,PI   ,8V211130JB,12-07-18,1,N,11/27/2018,22.21
90257,PI   ,BK3Q6019BB,04-03-18,1,N,03/13/2018,58.37
98060,PI   ,4R8Q6N652AA,04-02-18,1,N,03-01-18,1.2
90770,PI   ,8V41N17402AA,04-03-18,5,N,12/18/2017,13.7
90427,PI   ,9S6R7K382AA,12-07-18,2,N,12-04-18,3.34
91123,PI   ,WL5111399T,12-07-18,2,N,11/15/2018,9.46
91123,PI   ,AB3Z21405A26C,12-07-18,2,Y,11/14/2018,6.7
90770,PI   ,6090983,12-07-18,4,Y,11/13/2018,0.6
90678,PI   ,YS6G6051C2A,06/30/2017,1,U,06/20/2016,12.74
90678,PI   ,AB392627001BF,06/30/2017,1,U,05-10-17,39.82
90639,PI   ,81AG13465AA,12-07-18,30,N,12-06-18,2.29
90343,PI   ,7S618B081AB,12-07-18,1,N,12-05-18,14.55
90427,PI   ,4M5G6K292CB,12-07-18,5,N,07/24/2018,9.8
91080,PI   ,L381SB75,12-07-18,23,Y,12-06-16,2.22
90639,PI   ,CV611125GA,12-07-18,2,N,11/29/2018,80.7
90647,PI   ,AB3918K811BF,06/30/2017,1,U,06/30/2017,279.85
90427,PI   ,CL3Z9942528B,12-07-18,1,N,11-05-18,27.95
90639,PI   ,DS7Z9450A,12-07-18,1,N,10/31/2018,5.36
90678,PI   ,W703952S442,06/30/2017,3,U,09/20/2016,4.06
91098,PI   ,CV6Z1012C,12-07-18,17,N,10/25/2018,1.88
91065,PI   ,2S7G9E583AA,12-07-18,2,N,12-04-18,1.92
90639,PI   ,CV613K155B2B,12-07-18,1,N,10-09-18,25.09
90148,PI   ,AB3917F930DB3A06,12-07-18,1,N,12-04-18,28
90678,PI   ,6M211003AA,06/30/2017,4,U,04-12-16,5.83
90257,PI   ,EC04PCBD0052,04-03-18,8,N,09-12-17,34.56
90770,PI   ,96BZ13466A,12-07-18,5,N,11/13/2018,1.99
91065,PI   ,AU2Z17V528AA,12-07-18,6,N,12-07-18,4.88
90647,PI   ,UM5133065,06/30/2017,1,U,06/30/2017,6.25
90343,PI   ,EB3B19G219EKB,12-07-18,1,N,09-03-18,9.26
90678,PI   ,6M5J12405AA,06/30/2017,15,U,05-10-17,7.54
91124,PI   ,W716468S437,12-07-18,3,Y,05/21/2018,1.04
90427,PI   ,EB3G9002EB,12-07-18,1,N,11/16/2018,104.29
91098,PI   ,FB3Q6A228BA,12-07-18,1,N,12-06-18,100.83
90427,PI   ,KL0115171A,12-07-18,1,N,11/16/2018,0
91106,PI   ,AB3921644B10AA3A06,12-07-18,1,Y,09/17/2018,1.4
90639,PI   ,F651C,12-07-18,3,N,11/28/2018,89.35
90770,PI   ,2S6Z6734B,12-07-18,8,Y,11/30/2018,0.24
98060,PI   ,DS7A22053CA,04-02-18,1,Y,03/20/2018,111.19
90427,PI   ,AFG182MC,12-07-18,10,N,11/15/2018,11.27
90343,PI   ,AB392100064AD,12-07-18,1,N,11-01-18,5.83
91064,PI   ,2S619601C1AMC,12-07-18,16,N,11/29/2018,5.35
90678,PI   ,BP0110602SA1,06/30/2017,4,U,05/19/2017,0.65
90639,PI   ,4R8Q6N652AA,12-07-18,3,N,12-06-18,1.3
91098,PI   ,EB3T14A664AA,12-07-18,1,Y,11/29/2018,79.4
90647,PI   ,AFL101,06/30/2017,2,U,06/30/2017,5.77
91124,PI   ,97KGA23342AB,12-07-18,2,Y,10/31/2018,10.55
90678,PI   ,9XG153832M,06/30/2017,5,U,06-03-15,3.87
90148,PI   ,3M519601B1A,12-07-18,7,N,11-06-18,6.55
91123,PI   ,AB312L361ABMC,12-07-18,2,N,12-06-18,58.22
90678,PI   ,WLTL13460SA,06/30/2017,3,U,05/26/2017,11.38
90343,PI   ,997051210,12-07-18,5,N,08/30/2018,0.61
90343,PI   ,AB3117081BA,12-07-18,1,N,12-06-18,6.68
91080,PI   ,8V2Q6C301AA,12-07-18,1,Y,10/29/2018,35.91
90770,PI   ,8V51A613K21AC,04-03-18,1,Y,03/15/2018,17.77
90343,PI   ,DM5G9F593AC,12-07-18,5,N,12-06-18,74.49
90678,PI   ,W520103S403,06/30/2017,7,U,04/13/2017,0.25
90343,PI   ,PPF10A,12-07-18,2,N,09-03-18,0.09
98060,PI   ,CN1Z1125C,04-02-18,1,Y,02-06-18,48.69
90343,PI   ,6G9T11A152AA,12-07-18,1,N,10/29/2018,16.88
90678,PI   ,2S616C301CA,06/30/2017,1,U,06/26/2014,14.89
90416,PI   ,F5T96734BA,06/27/2017,78,N,06/27/2017,0.97
90343,PI   ,997006210,12-07-18,1,N,12-05-18,2.15
91123,PI   ,3N2A13K376AA,12-07-18,1,Y,10/24/2018,4.38
91065,PI   ,8V219601A1A,12-07-18,10,N,12-07-18,9.09
90715,PI   ,2S6H8B274AG,12-07-18,7,N,12-04-18,16.78
90647,PI   ,2S642K021AB           ,06/22/2017,35,U,06/14/2017,23.41
91080,PI   ,WE0112700,12-07-18,1,N,11/27/2018,100.53
90678,PI   ,AS6910849YA,06/30/2017,1,U,03/29/2017,84.05
91065,PI   ,8V5J19G244AA,12-07-18,6,N,12-07-18,10.29
90427,PI   ,W715974S300,12-07-18,3,N,09/26/2018,4.49
90678,PI   ,XS5X9601DA,06/30/2017,6,U,02-03-17,12.84
90647,PI   ,CM5G6011BA,06/28/2017,1,U,06/28/2017,1120.3
91098,PI   ,UH7128470,12-07-18,2,N,09/17/2018,2.03
91124,PI   ,W716344S437,12-07-18,8,Y,08/30/2018,4.47
90770,PI   ,2S619155AB,12-07-18,2,N,12-04-18,20.65
90148,PI   ,UB2K6867XA35,12-07-18,1,N,10/29/2018,40.15
90343,PI   ,BE8Z6731AB,12-07-18,1,N,11-01-18,3.39
90770,PI   ,4M5G12405X9E,12-07-18,10,N,07/17/2018,4.4
98060,PI   ,AM5Q6D314AA,04-02-18,2,Y,03-05-18,62.43
90678,PI   ,8A6J17528CA,06/30/2017,1,U,03/30/2016,13.01
90343,PI   ,XS617A543AD,12-07-18,1,N,10-08-18,27.88
91065,PI   ,C1BB8122BA,12-07-18,1,Y,01-10-18,10.48
90427,PI   ,8A6115K272AD,12-07-18,2,N,12-03-18,14.05
91124,PI   ,8M519155BB,12-07-18,1,Y,08/14/2018,10.4
90257,PI   ,XS6F12405A2A,04-03-18,20,N,03/29/2018,2.2
91064,PI   ,EB3B17528DA,12-07-18,3,N,10/25/2018,5.77
90770,PI   ,2S6Q6701AA,04-03-18,1,Y,08/18/2017,26.44
90639,PI   ,FA6Z7B546B,12-07-18,1,N,05/29/2018,911.66
90639,PI   ,E802282S72,12-07-18,1,N,10-12-18,1.58
90678,PI   ,BK212M008AC,06/30/2017,1,U,06/19/2017,92.98
91080,PI   ,BK2T19H378AD,12-07-18,1,Y,07/21/2017,138.04
90715,PI   ,2S613K099AC1,12-07-18,8,N,12-06-18,7.61
90770,PI   ,BK311125AC,04-03-18,2,N,02/20/2018,88.78
90427,PI   ,FD1995178,12-07-18,11,N,11/29/2018,5.82
90343,PI   ,DG9Z14526H,12-07-18,2,N,08-08-18,1.21
91064,PI   ,HU2J9601AA,12-07-18,2,Y,11/27/2018,9.96
90647,PI   ,995641400,06/30/2017,444,U,06/30/2017,0.47
90148,PI   ,7S7G6714BB,12-07-18,26,N,12-06-18,5.75
90678,PI   ,5S6A3600ABZHLJ,06/30/2017,1,U,05/24/2017,73.35
90343,PI   ,VCN1Z17D826A,12-07-18,1,N,10/30/2018,186.74
90427,PI   ,3M519451JB,12-07-18,3,N,11/19/2018,9.4
90148,PI   ,W710233S437,12-07-18,1,N,11/15/2018,1.03
90639,PI   ,AMAB3J1A380AB,12-07-18,3,N,12-06-18,59.16
91124,PI   ,96FX1A049A1B,12-07-18,1,Y,11-07-18,12.05
90678,PI   ,CS6G12405AA,06/30/2017,12,U,06/21/2017,4.45
91124,PI   ,FD1990180,12-07-18,6,Y,11/26/2018,9.99
90427,PI   ,AB3914540AB,12-07-18,1,N,09-11-18,59.91
90770,PI   ,3M5J19G244AA,04-03-18,3,N,03-09-18,9.82
